dev_id,datetime,battery,batteryDiff,humidity,humidityDiff,temperature,temperatureDiff
r712-313f,2024-03-12 11:00:00,3.0,0.0,99.61,-0.0100000000000051,19.7,0.5
r712-313f,2024-03-12 12:00:00,3.0,0.0,99.57,-0.0400000000000062,19.85,0.1500000000000021
r712-313f,2024-03-12 13:00:00,3.0,0.0,99.47,-0.0999999999999943,19.84,-0.0100000000000015
r712-313f,2024-03-12 14:00:00,3.0,0.0,99.16,-0.3100000000000023,20.19,0.3500000000000014
r712-313f,2024-03-12 16:00:00,3.0,0.0,97.07,-2.0900000000000034,20.19,0.0
r712-313f,2024-03-12 17:00:00,3.0,0.0,97.24,0.1700000000000017,20.01,-0.1799999999999997
r712-313f,2024-03-12 18:00:00,3.0,0.0,97.42,0.1800000000000068,19.94,-0.0700000000000002
r712-313f,2024-03-12 19:00:00,3.0,0.0,97.51,0.0900000000000034,19.77,-0.1700000000000017
r712-313f,2024-03-12 21:00:00,3.0,0.0,97.3,-0.2100000000000079,19.73,-0.0399999999999991
r712-313f,2024-03-13 00:00:00,3.0,0.0,98.46,1.1599999999999966,19.77,0.0399999999999991
r712-313f,2024-03-13 01:00:00,3.0,0.0,98.64,0.1800000000000068,19.62,-0.1499999999999985
r712-313f,2024-03-13 02:00:00,3.0,0.0,98.75,0.1099999999999994,19.36,-0.2600000000000015
r712-313f,2024-03-13 03:00:00,3.0,0.0,98.87,0.1200000000000045,19.36,0.0
r712-313f,2024-03-13 04:00:00,3.0,0.0,98.91,0.039999999999992,19.29,-0.0700000000000002
r712-313f,2024-03-13 05:00:00,3.0,0.0,99.03,0.1200000000000045,19.18,-0.1099999999999994
r712-313f,2024-03-13 06:00:00,3.0,0.0,99.05,0.019999999999996,19.18,0.0
r712-313f,2024-03-13 08:00:00,3.0,0.0,99.18,0.1300000000000096,19.32,0.1400000000000005
r712-313f,2024-03-13 10:00:00,3.0,0.0,99.2,0.019999999999996,20.43,1.1099999999999994
r712-313f,2024-03-13 11:00:00,3.0,0.0,98.65,-0.5499999999999972,20.4,-0.0300000000000011
r712-313f,2024-03-13 12:00:00,3.0,0.0,98.49,-0.1600000000000108,20.26,-0.139999999999997
r712-313f,2024-03-13 13:00:00,3.0,0.0,96.95,-1.539999999999992,21.08,0.8199999999999967
r712-313f,2024-03-13 14:00:00,3.0,0.0,96.7,-0.25,20.77,-0.3099999999999987
r712-313f,2024-03-13 15:00:00,3.0,0.0,93.94,-2.760000000000005,20.97,0.1999999999999993
r712-313f,2024-03-13 16:00:00,3.0,0.0,94.84,0.9000000000000057,20.67,-0.2999999999999971
r712-313f,2024-03-13 17:00:00,3.0,0.0,95.25,0.4099999999999966,20.34,-0.3300000000000018
r712-313f,2024-03-13 18:00:00,3.0,0.0,95.16,-0.0900000000000034,20.18,-0.1600000000000001
r712-313f,2024-03-13 20:00:00,3.0,0.0,95.34,0.1800000000000068,19.96,-0.2199999999999988
r712-313f,2024-03-13 22:00:00,3.0,0.0,95.67,0.3299999999999983,19.8,-0.1600000000000001
r712-313f,2024-03-13 23:00:00,3.0,0.0,97.01,1.3400000000000034,19.12,-0.6799999999999997
r712-313f,2024-03-14 02:00:00,3.0,0.0,98.13,1.1199999999999903,18.98,-0.1400000000000005
r712-313f,2024-03-14 03:00:00,3.0,0.0,98.3,0.1700000000000017,19.07,0.0899999999999998
r712-313f,2024-03-14 04:00:00,3.0,0.0,98.44,0.1400000000000005,19.41,0.3399999999999998
r712-313f,2024-03-14 06:00:00,3.0,0.0,98.64,0.2000000000000028,19.22,-0.1900000000000012
r712-313f,2024-03-14 07:00:00,3.0,0.0,98.78,0.1400000000000005,19.42,0.2000000000000028
r712-313f,2024-03-14 08:00:00,3.0,0.0,98.8,0.019999999999996,19.59,0.1699999999999981
r712-313f,2024-03-14 10:00:00,3.0,0.0,98.94,0.1400000000000005,20.39,0.8000000000000007
r712-313f,2024-03-14 11:00:00,3.0,0.0,99.04,0.1000000000000085,20.8,0.4100000000000001
r712-313f,2024-03-14 20:00:00,3.0,0.0,99.24,0.1999999999999886,20.01,-0.7899999999999991
r712-313f,2024-03-15 00:00:00,3.0,0.0,99.37,0.1300000000000096,20.07,0.0599999999999987
r712-313f,2024-03-15 02:00:00,3.0,0.0,99.3,-0.0700000000000073,19.84,-0.2300000000000004
r712-313f,2024-03-15 09:00:00,3.0,0.0,99.42,0.1200000000000045,20.52,0.6799999999999997
r712-313f,2024-03-15 12:00:00,3.0,0.0,99.3,-0.1200000000000045,21.28,0.7600000000000016
r712-313f,2024-03-15 13:00:00,3.0,0.0,97.64,-1.6599999999999966,21.24,-0.0400000000000027
r712-313f,2024-03-15 14:00:00,3.0,0.0,97.96,0.3199999999999932,21.29,0.0500000000000007
r712-313f,2024-03-15 22:00:00,3.0,0.0,97.89,-0.0699999999999931,19.7,-1.59
r712-313f,2024-03-15 23:00:00,3.0,0.0,98.16,0.269999999999996,19.31,-0.3900000000000005
r712-313f,2024-03-16 00:00:00,3.0,0.0,98.27,0.1099999999999994,18.74,-0.5700000000000003
r712-313f,2024-03-16 03:00:00,3.0,0.0,97.34,-0.9299999999999926,18.09,-0.6499999999999986
r712-313f,2024-03-16 04:00:00,3.0,0.0,96.8,-0.5400000000000063,18.0,-0.0899999999999998
r712-313f,2024-03-16 05:00:00,3.0,0.0,96.11,-0.6899999999999977,17.52,-0.4800000000000004
r712-313f,2024-03-16 07:00:00,3.0,0.0,96.59,0.480000000000004,17.83,0.3099999999999987
r712-313f,2024-03-16 08:00:00,3.0,0.0,97.09,0.5,18.26,0.4300000000000032
r712-313f,2024-03-16 09:00:00,3.0,0.0,97.32,0.2299999999999897,18.79,0.5299999999999976
r712-313f,2024-03-16 10:00:00,3.0,0.0,97.23,-0.0899999999999892,19.12,0.3300000000000018
r712-313f,2024-03-16 12:00:00,3.0,0.0,96.44,-0.7900000000000063,19.87,0.75
r712-313f,2024-03-16 13:00:00,3.0,0.0,95.37,-1.0699999999999932,20.36,0.4899999999999984
r712-313f,2024-03-16 15:00:00,3.0,0.0,94.68,-0.6899999999999977,20.22,-0.1400000000000005
r712-313f,2024-03-16 16:00:00,3.0,0.0,94.84,0.1599999999999966,19.46,-0.759999999999998
r712-313f,2024-03-16 17:00:00,3.0,0.0,96.32,1.4799999999999898,18.7,-0.7600000000000016
r712-313f,2024-03-16 18:00:00,3.0,0.0,96.67,0.3500000000000085,18.41,-0.2899999999999991
r712-313f,2024-03-16 19:00:00,3.0,0.0,97.04,0.3700000000000045,18.43,0.0199999999999995
r712-313f,2024-03-16 20:00:00,3.0,0.0,96.8,-0.2400000000000091,18.26,-0.1699999999999981
r712-313f,2024-03-16 21:00:00,3.0,0.0,96.41,-0.3900000000000005,18.25,-0.0100000000000015
r712-313f,2024-03-16 22:00:00,3.0,0.0,96.18,-0.2299999999999897,18.12,-0.129999999999999
r712-313f,2024-03-16 23:00:00,3.0,0.0,96.83,0.6499999999999915,17.87,-0.25
r712-313f,2024-03-17 00:00:00,3.0,0.0,97.36,0.5300000000000011,17.86,-0.0100000000000015
r712-313f,2024-03-17 02:00:00,3.0,0.0,98.09,0.730000000000004,17.75,-0.1099999999999994
r712-313f,2024-03-17 04:00:00,3.0,0.0,98.41,0.3199999999999932,17.75,0.0
r712-313f,2024-03-17 10:00:00,3.0,0.0,99.02,0.6099999999999994,19.11,1.3599999999999994
r712-313f,2024-03-17 12:00:00,3.0,0.0,98.99,-0.0300000000000011,20.01,0.9000000000000021
r712-313f,2024-03-17 13:00:00,3.0,0.0,99.04,0.0500000000000113,20.17,0.1600000000000001
r712-313f,2024-03-17 14:00:00,3.0,0.0,99.16,0.1199999999999903,20.7,0.5299999999999976
r712-313f,2024-03-17 16:00:00,3.0,0.0,99.1,-0.0600000000000022,20.29,-0.4100000000000001
r712-313f,2024-03-17 17:00:00,3.0,0.0,99.06,-0.039999999999992,19.9,-0.3900000000000005
r712-313f,2024-03-17 19:00:00,3.0,0.0,99.23,0.1700000000000017,20.03,0.1300000000000025
r712-313f,2024-03-17 21:00:00,3.0,0.0,99.29,0.0600000000000022,19.9,-0.1300000000000025
r712-313f,2024-03-17 22:00:00,3.0,0.0,99.35,0.059999999999988,20.01,0.1100000000000029
r712-313f,2024-03-17 23:00:00,3.0,0.0,99.38,0.0300000000000011,19.97,-0.0400000000000027
r712-313f,2024-03-18 00:00:00,3.0,0.0,99.42,0.0400000000000062,19.69,-0.2799999999999976
r712-313f,2024-03-18 01:00:00,3.0,0.0,99.45,0.0300000000000011,19.56,-0.1300000000000025
r712-313f,2024-03-18 02:00:00,3.0,0.0,99.37,-0.0799999999999983,18.98,-0.5799999999999983
r712-313f,2024-03-18 03:00:00,3.0,0.0,99.54,0.1700000000000017,18.84,-0.1400000000000005
r712-313f,2024-03-18 04:00:00,3.0,0.0,99.55,0.0099999999999909,19.07,0.2300000000000004
r712-313f,2024-03-18 05:00:00,3.0,0.0,99.54,-0.0099999999999909,18.93,-0.1400000000000005
r712-313f,2024-03-18 07:00:00,3.0,0.0,99.51,-0.0300000000000011,17.57,-1.3599999999999994
r712-313f,2024-03-18 08:00:00,3.0,0.0,99.68,0.1700000000000017,18.38,0.8099999999999987
r712-313f,2024-03-18 10:00:00,3.0,0.0,99.62,-0.0600000000000022,19.24,0.8599999999999994
r712-313f,2024-03-18 11:00:00,3.0,0.0,99.6,-0.0200000000000102,19.34,0.1000000000000014
r712-313f,2024-03-18 14:00:00,3.0,0.0,99.45,-0.1499999999999914,20.08,0.7399999999999984
r712-313f,2024-03-18 17:00:00,3.0,0.0,99.49,0.039999999999992,20.53,0.4500000000000028
r712-313f,2024-03-18 18:00:00,3.0,0.0,99.25,-0.2399999999999948,20.07,-0.4600000000000008
r712-313f,2024-03-18 19:00:00,3.0,0.0,99.38,0.1299999999999954,19.67,-0.3999999999999986
r712-313f,2024-03-19 00:00:00,3.0,0.0,99.53,0.1500000000000056,19.85,0.1799999999999997
r712-313f,2024-03-19 02:00:00,3.0,0.0,99.5,-0.0300000000000011,19.5,-0.3500000000000014
r712-313f,2024-03-19 04:00:00,3.0,0.0,99.56,0.0600000000000022,19.52,0.0199999999999995
r712-313f,2024-03-19 05:00:00,3.0,0.0,99.61,0.0499999999999971,19.29,-0.2300000000000004
r712-313f,2024-03-19 06:00:00,3.0,0.0,99.62,0.0100000000000051,19.15,-0.1400000000000005
r712-313f,2024-03-19 08:00:00,3.0,0.0,99.67,0.0499999999999971,19.71,0.5600000000000023
r712-313f,2024-03-19 10:00:00,3.0,0.0,99.68,0.0100000000000051,20.56,0.8499999999999979
r712-313f,2024-03-19 11:00:00,3.0,0.0,99.63,-0.0500000000000113,20.66,0.1000000000000014
r712-313f,2024-03-19 12:00:00,3.0,0.0,99.62,-0.0099999999999909,20.35,-0.3099999999999987
r712-313f,2024-03-19 13:00:00,3.0,0.0,99.65,0.0300000000000011,20.25,-0.1000000000000014
r712-313f,2024-03-19 16:00:00,3.0,0.0,99.73,0.0799999999999983,20.7,0.4499999999999993
r712-313f,2024-03-19 17:00:00,3.0,0.0,99.75,0.019999999999996,20.74,0.0399999999999991
r712-313f,2024-03-19 18:00:00,3.0,0.0,99.69,-0.0600000000000022,20.19,-0.5499999999999972
r712-313f,2024-03-19 19:00:00,3.0,0.0,99.73,0.0400000000000062,19.91,-0.2800000000000011
r712-313f,2024-03-19 20:00:00,3.0,0.0,99.78,0.0499999999999971,19.88,-0.0300000000000011
r712-313f,2024-03-19 21:00:00,3.0,0.0,99.8,0.019999999999996,19.96,0.0800000000000018
r712-313f,2024-03-19 22:00:00,3.0,0.0,99.84,0.0400000000000062,20.05,0.0899999999999998
r712-313f,2024-03-19 23:00:00,3.0,0.0,99.81,-0.0300000000000011,20.17,0.120000000000001
r712-313f,2024-03-20 01:00:00,3.0,0.0,99.83,0.019999999999996,20.04,-0.1300000000000025
r712-313f,2024-03-20 02:00:00,3.0,0.0,99.85,0.019999999999996,20.14,0.1000000000000014
r712-313f,2024-03-20 03:00:00,3.0,0.0,99.74,-0.1099999999999994,19.76,-0.379999999999999
r712-313f,2024-03-20 05:00:00,3.0,0.0,99.87,0.1300000000000096,19.83,0.0699999999999967
r712-313f,2024-03-20 10:00:00,3.0,0.0,99.88,0.0099999999999909,20.91,1.0800000000000018
r712-313f,2024-03-20 14:00:00,3.0,0.0,99.8,-0.0799999999999983,21.29,0.379999999999999
r712-313f,2024-03-20 16:00:00,3.0,0.0,99.72,-0.0799999999999983,21.38,0.0899999999999998
r712-313f,2024-03-20 18:00:00,3.0,0.0,99.59,-0.1299999999999954,20.53,-0.8499999999999979
r712-313f,2024-03-20 20:00:00,3.0,0.0,99.64,0.0499999999999971,20.11,-0.4200000000000017
r712-313f,2024-03-20 22:00:00,3.0,0.0,99.73,0.0900000000000034,20.63,0.5199999999999996
r712-313f,2024-03-20 23:00:00,3.0,0.0,99.71,-0.0200000000000102,20.57,-0.0599999999999987
r712-313f,2024-03-21 02:00:00,3.0,0.0,99.75,0.0400000000000062,20.6,0.0300000000000011
r712-313f,2024-03-21 03:00:00,3.0,0.0,99.75,0.0,20.54,-0.0600000000000022
r712-313f,2024-03-21 05:00:00,3.0,0.0,99.82,0.0699999999999931,20.59,0.0500000000000007
r712-313f,2024-03-21 06:00:00,3.0,0.0,99.83,0.0100000000000051,20.52,-0.0700000000000002
r712-313f,2024-03-21 07:00:00,3.0,0.0,99.72,-0.1099999999999994,19.94,-0.5799999999999983
r712-313f,2024-03-21 09:00:00,3.0,0.0,99.85,0.1299999999999954,19.94,0.0
r712-313f,2024-03-21 11:00:00,3.0,0.0,99.85,0.0,19.56,-0.3800000000000025
r712-313f,2024-03-21 12:00:00,3.0,0.0,99.91,0.0600000000000022,19.57,0.0100000000000015
r712-313f,2024-03-21 14:00:00,3.0,0.0,99.94,0.0300000000000011,19.31,-0.2600000000000015
r712-313f,2024-03-21 15:00:00,3.0,0.0,99.88,-0.0600000000000022,18.8,-0.509999999999998
r712-313f,2024-03-21 16:00:00,3.0,0.0,99.87,-0.0099999999999909,18.46,-0.3399999999999998
r712-313f,2024-03-21 18:00:00,3.0,0.0,99.76,-0.1099999999999994,17.96,-0.5
r712-313f,2024-03-21 19:00:00,3.0,0.0,99.66,-0.1000000000000085,17.79,-0.1700000000000017
r712-313f,2024-03-21 20:00:00,3.0,0.0,99.46,-0.2000000000000028,17.65,-0.1400000000000005
r712-313f,2024-03-21 21:00:00,3.0,0.0,99.34,-0.1199999999999903,17.73,0.0800000000000018
r712-313f,2024-03-21 23:00:00,3.0,0.0,98.98,-0.3599999999999994,17.49,-0.240000000000002
r712-313f,2024-03-22 00:00:00,3.0,0.0,98.87,-0.1099999999999994,17.46,-0.0299999999999975
r712-313f,2024-03-22 01:00:00,3.0,0.0,98.52,-0.3500000000000085,17.41,-0.0500000000000007
r712-313f,2024-03-22 03:00:00,3.0,0.0,98.47,-0.0499999999999971,17.19,-0.2199999999999988
r712-313f,2024-03-22 05:00:00,3.0,0.0,98.37,-0.0999999999999943,17.11,-0.0800000000000018
r712-313f,2024-03-22 07:00:00,3.0,0.0,98.68,0.3100000000000023,16.64,-0.4699999999999988
r712-313f,2024-03-22 08:00:00,3.0,0.0,98.83,0.1499999999999914,16.72,0.0799999999999983
r712-313f,2024-03-22 09:00:00,3.0,0.0,99.01,0.1800000000000068,17.28,0.5600000000000023
r712-313f,2024-03-22 11:00:00,3.0,0.0,99.25,0.2399999999999948,18.42,1.1400000000000006
r712-313f,2024-03-22 12:00:00,3.0,0.0,99.29,0.0400000000000062,18.52,0.0999999999999978
r712-313f,2024-03-22 13:00:00,3.0,0.0,99.38,0.0899999999999892,18.79,0.2699999999999996
r712-313f,2024-03-22 15:00:00,3.0,0.0,99.45,0.0700000000000073,18.86,0.0700000000000002
r712-313f,2024-03-22 16:00:00,3.0,0.0,99.49,0.039999999999992,18.42,-0.4399999999999977
r712-313f,2024-03-22 19:00:00,3.0,0.0,99.54,0.0500000000000113,17.06,-1.360000000000003
r712-313f,2024-03-22 22:00:00,3.0,0.0,99.61,0.0699999999999931,17.36,0.3000000000000007
r712-313f,2024-03-22 23:00:00,3.0,0.0,99.6,-0.0100000000000051,17.31,-0.0500000000000007
r712-313f,2024-03-23 04:00:00,3.0,0.0,99.2,-0.3999999999999915,16.74,-0.5700000000000003
r712-313f,2024-03-23 10:00:00,3.0,0.0,98.67,-0.5300000000000011,17.97,1.2300000000000004
r712-313f,2024-03-23 12:00:00,3.0,0.0,98.01,-0.6599999999999966,19.36,1.3900000000000006
r712-313f,2024-03-23 14:00:00,3.0,0.0,98.48,0.4699999999999988,19.34,-0.0199999999999995
r712-313f,2024-03-23 15:00:00,3.0,0.0,98.7,0.2199999999999988,19.42,0.0800000000000018
r712-313f,2024-03-23 16:00:00,3.0,0.0,98.79,0.0900000000000034,19.29,-0.1300000000000025
r712-313f,2024-03-23 17:00:00,3.0,0.0,98.77,-0.0200000000000102,19.02,-0.2699999999999996
r712-313f,2024-03-23 18:00:00,3.0,0.0,98.66,-0.1099999999999994,18.49,-0.5300000000000011
r712-313f,2024-03-23 19:00:00,3.0,0.0,98.59,-0.0699999999999931,18.26,-0.2299999999999968
r712-313f,2024-03-24 04:00:00,3.0,0.0,98.84,0.25,17.68,-0.5800000000000018
r712-313f,2024-03-24 06:00:00,3.0,0.0,98.8,-0.0400000000000062,17.69,0.0100000000000015
r712-313f,2024-03-24 08:00:00,3.0,0.0,98.62,-0.1799999999999926,17.86,0.1699999999999981
r712-313f,2024-03-24 10:00:00,3.0,0.0,98.28,-0.3400000000000034,18.29,0.4299999999999997
r712-313f,2024-03-24 11:00:00,3.0,0.0,98.25,-0.0300000000000011,17.87,-0.4199999999999981
r712-313f,2024-03-24 13:00:00,3.0,0.0,98.78,0.5300000000000011,18.0,0.129999999999999
r712-313f,2024-03-24 14:00:00,3.0,0.0,98.9,0.1200000000000045,17.57,-0.4299999999999997
r712-313f,2024-03-24 15:00:00,3.0,0.0,99.02,0.1199999999999903,17.1,-0.4699999999999988
r712-313f,2024-03-24 17:00:00,3.0,0.0,99.16,0.1400000000000005,16.62,-0.4800000000000004
r712-313f,2024-03-24 18:00:00,3.0,0.0,99.27,0.1099999999999994,16.56,-0.0600000000000022
r712-313f,2024-03-24 19:00:00,3.0,0.0,99.32,0.0499999999999971,16.48,-0.0799999999999983
r712-313f,2024-03-24 20:00:00,3.0,0.0,99.37,0.0500000000000113,16.55,0.0700000000000002
r712-313f,2024-03-24 21:00:00,3.0,0.0,99.41,0.039999999999992,16.58,0.0299999999999975
r712-313f,2024-03-24 22:00:00,3.0,0.0,99.48,0.0700000000000073,16.55,-0.0299999999999975
r712-313f,2024-03-24 23:00:00,3.0,0.0,99.47,-0.0100000000000051,16.55,0.0
r712-313f,2024-03-25 00:00:00,3.0,0.0,99.54,0.0700000000000073,16.52,-0.0300000000000011
r712-313f,2024-03-25 01:00:00,3.0,0.0,99.6,0.059999999999988,16.59,0.0700000000000002
r712-313f,2024-03-25 02:00:00,3.0,0.0,99.6,0.0,16.51,-0.0799999999999983
r712-313f,2024-03-25 03:00:00,3.0,0.0,99.65,0.0500000000000113,16.64,0.129999999999999
r712-313f,2024-03-25 04:00:00,3.0,0.0,99.66,0.0099999999999909,16.55,-0.0899999999999998
r712-313f,2024-03-25 05:00:00,3.0,0.0,99.7,0.0400000000000062,16.55,0.0
r712-313f,2024-03-25 06:00:00,3.0,0.0,99.71,0.0099999999999909,16.55,0.0
r712-313f,2024-03-25 07:00:00,3.0,0.0,99.77,0.0600000000000022,16.64,0.0899999999999998
r712-313f,2024-03-25 08:00:00,3.0,0.0,99.75,-0.019999999999996,16.77,0.129999999999999
r712-313f,2024-03-25 09:00:00,3.0,0.0,99.86,0.1099999999999994,17.24,0.4699999999999988
r712-313f,2024-03-25 10:00:00,3.0,0.0,99.84,-0.019999999999996,17.61,0.370000000000001
r712-313f,2024-03-25 12:00:00,3.0,0.0,99.85,0.0099999999999909,17.93,0.3200000000000003
r712-313f,2024-03-25 14:00:00,3.0,0.0,99.87,0.0200000000000102,18.21,0.2800000000000011
r712-313f,2024-03-25 15:00:00,3.0,0.0,99.92,0.0499999999999971,18.41,0.1999999999999993
r712-313f,2024-03-25 16:00:00,3.0,0.0,99.94,0.019999999999996,18.56,0.1499999999999985
r712-313f,2024-03-25 17:00:00,3.0,0.0,99.95,0.0100000000000051,18.64,0.0800000000000018
r712-313f,2024-03-25 18:00:00,3.0,0.0,99.95,0.0,18.56,-0.0800000000000018
r712-313f,2024-03-25 19:00:00,3.0,0.0,99.96,0.0099999999999909,18.67,0.1100000000000029
r712-313f,2024-03-25 20:00:00,3.0,0.0,99.97,0.0100000000000051,18.67,0.0
r712-313f,2024-03-25 22:00:00,3.0,0.0,99.98,0.0100000000000051,18.66,-0.0100000000000015
r712-313f,2024-03-25 23:00:00,3.0,0.0,100.0,0.019999999999996,18.64,-0.0199999999999995
r712-313f,2024-03-26 00:00:00,3.0,0.0,100.0,0.0,18.69,0.0500000000000007
r712-313f,2024-03-26 01:00:00,3.0,0.0,100.0,0.0,18.66,-0.0300000000000011
r712-313f,2024-03-26 02:00:00,3.0,0.0,100.0,0.0,18.64,-0.0199999999999995
r712-313f,2024-03-26 03:00:00,3.0,0.0,100.0,0.0,18.64,0.0
r712-313f,2024-03-26 04:00:00,3.0,0.0,100.0,0.0,18.59,-0.0500000000000007
r712-313f,2024-03-26 05:00:00,3.0,0.0,100.0,0.0,18.6,0.0100000000000015
r712-313f,2024-03-26 06:00:00,3.0,0.0,100.0,0.0,18.6,0.0
r712-313f,2024-03-26 07:00:00,3.0,0.0,100.0,0.0,18.64,0.0399999999999991
r712-313f,2024-03-26 09:00:00,3.0,0.0,100.0,0.0,18.98,0.3399999999999998
r712-313f,2024-03-26 10:00:00,3.0,0.0,100.0,0.0,19.2,0.2199999999999988
r712-313f,2024-03-26 11:00:00,3.0,0.0,100.0,0.0,19.34,0.1400000000000005
r712-313f,2024-03-26 12:00:00,3.0,0.0,100.0,0.0,19.59,0.25
r712-313f,2024-03-26 14:00:00,3.0,0.0,100.0,0.0,20.0,0.4100000000000001
r712-313f,2024-03-26 15:00:00,3.0,0.0,100.0,0.0,19.98,-0.0199999999999995
r712-313f,2024-03-26 16:00:00,3.0,0.0,100.0,0.0,19.91,-0.0700000000000002
r712-313f,2024-03-26 17:00:00,3.0,0.0,100.0,0.0,19.85,-0.0599999999999987
r712-313f,2024-03-26 18:00:00,3.0,0.0,100.0,0.0,19.8,-0.0500000000000007
r712-313f,2024-03-26 20:00:00,3.0,0.0,100.0,0.0,19.69,-0.1099999999999994
r712-313f,2024-03-26 21:00:00,3.0,0.0,100.0,0.0,19.67,-0.0199999999999995
r712-313f,2024-03-26 22:00:00,3.0,0.0,100.0,0.0,19.66,-0.0100000000000015
r712-313f,2024-03-26 23:00:00,3.0,0.0,100.0,0.0,19.64,-0.0199999999999995
r712-313f,2024-03-27 00:00:00,3.0,0.0,100.0,0.0,19.64,0.0
r712-313f,2024-03-27 01:00:00,3.0,0.0,100.0,0.0,19.64,0.0
r712-313f,2024-03-27 02:00:00,3.0,0.0,100.0,0.0,19.66,0.0199999999999995
r712-313f,2024-03-27 03:00:00,3.0,0.0,100.0,0.0,19.66,0.0
r712-313f,2024-03-27 04:00:00,3.0,0.0,100.0,0.0,19.71,0.0500000000000007
r712-313f,2024-03-27 06:00:00,3.0,0.0,100.0,0.0,20.0,0.2899999999999991
r712-313f,2024-03-27 07:00:00,3.0,0.0,100.0,0.0,19.52,-0.4800000000000004
r712-313f,2024-03-27 08:00:00,3.0,0.0,100.0,0.0,19.12,-0.3999999999999986
r712-313f,2024-03-27 09:00:00,3.0,0.0,100.0,0.0,19.67,0.5500000000000007
r712-313f,2024-03-27 10:00:00,3.0,0.0,100.0,0.0,20.07,0.3999999999999986
r712-313f,2024-03-27 11:00:00,3.0,0.0,100.0,0.0,20.29,0.2199999999999988
r712-313f,2024-03-27 13:00:00,3.0,0.0,100.0,0.0,20.63,0.3399999999999998
r712-313f,2024-03-27 14:00:00,3.0,0.0,100.0,0.0,20.67,0.0400000000000027
r712-313f,2024-03-27 15:00:00,3.0,0.0,100.0,0.0,20.03,-0.6400000000000006
r712-313f,2024-03-27 16:00:00,3.0,0.0,100.0,0.0,19.87,-0.1600000000000001
r712-313f,2024-03-27 20:00:00,3.0,0.0,100.0,0.0,19.85,-0.0199999999999995
r712-313f,2024-03-27 21:00:00,3.0,0.0,100.0,0.0,19.71,-0.1400000000000005
r712-313f,2024-03-27 22:00:00,3.0,0.0,100.0,0.0,20.04,0.3299999999999983
r712-313f,2024-03-27 23:00:00,3.0,0.0,100.0,0.0,20.01,-0.0299999999999975
r712-313f,2024-03-28 00:00:00,3.0,0.0,100.0,0.0,19.88,-0.1300000000000025
r712-313f,2024-03-28 01:00:00,3.0,0.0,100.0,0.0,20.09,0.2100000000000008
r712-313f,2024-03-28 02:00:00,3.0,0.0,100.0,0.0,19.17,-0.9199999999999982
r712-313f,2024-03-28 03:00:00,3.0,0.0,100.0,0.0,19.25,0.0799999999999983
r712-313f,2024-03-28 04:00:00,3.0,0.0,100.0,0.0,19.64,0.3900000000000005
r712-313f,2024-03-28 05:00:00,3.0,0.0,100.0,0.0,19.62,-0.0199999999999995
r712-313f,2024-03-28 15:00:00,3.0,0.0,97.32,-2.680000000000007,20.57,0.9499999999999992
r712-313f,2024-03-28 17:00:00,3.0,0.0,96.51,-0.8099999999999881,20.11,-0.4600000000000008
r712-313f,2024-03-28 18:00:00,3.0,0.0,97.4,0.8900000000000006,19.79,-0.3200000000000003
r712-313f,2024-03-28 20:00:00,3.0,0.0,97.03,-0.3700000000000045,19.54,-0.25
r712-313f,2024-03-28 22:00:00,3.0,0.0,97.73,0.7000000000000028,19.31,-0.2300000000000004
r712-313f,2024-03-28 23:00:00,3.0,0.0,97.3,-0.4300000000000068,19.22,-0.0899999999999998
r712-313f,2024-03-29 00:00:00,3.0,0.0,97.01,-0.289999999999992,19.21,-0.009999999999998
r712-313f,2024-03-29 01:00:00,3.0,0.0,96.84,-0.1700000000000017,19.22,0.009999999999998
r712-313f,2024-03-29 02:00:00,3.0,0.0,96.56,-0.2800000000000011,18.93,-0.2899999999999991
r712-313f,2024-03-29 03:00:00,3.0,0.0,96.67,0.1099999999999994,18.53,-0.3999999999999986
r712-313f,2024-03-29 05:00:00,3.0,0.0,96.93,0.2600000000000051,18.09,-0.4400000000000013
r712-313f,2024-03-29 06:00:00,3.0,0.0,97.38,0.4499999999999886,17.77,-0.3200000000000003
r712-313f,2024-03-29 08:00:00,3.0,0.0,97.85,0.4699999999999988,18.64,0.870000000000001
r712-313f,2024-03-29 09:00:00,3.0,0.0,97.78,-0.0699999999999931,19.35,0.7100000000000009
r712-313f,2024-03-29 11:00:00,3.0,0.0,94.26,-3.519999999999996,20.54,1.1899999999999975
r712-313f,2024-03-29 13:00:00,3.0,0.0,91.57,-2.690000000000012,21.35,0.8100000000000023
r712-313f,2024-03-29 17:00:00,3.0,0.0,93.59,2.0200000000000102,20.31,-1.0400000000000027
r712-313f,2024-03-29 18:00:00,3.0,0.0,94.28,0.6899999999999977,20.12,-0.1899999999999977
r712-313f,2024-03-29 19:00:00,3.0,0.0,95.41,1.1299999999999957,19.71,-0.4100000000000001
r712-313f,2024-03-29 20:00:00,3.0,0.0,96.53,1.1200000000000043,19.01,-0.6999999999999993
r712-313f,2024-03-29 21:00:00,3.0,0.0,97.05,0.519999999999996,18.34,-0.6700000000000017
r712-313f,2024-03-29 22:00:00,3.0,0.0,97.29,0.2400000000000091,18.07,-0.2699999999999996
r712-313f,2024-03-29 23:00:00,3.0,0.0,97.48,0.1899999999999977,17.84,-0.2300000000000004
