dev_id,datetime,peopleIn,peopleOut
vs121-7177,2024-06-05 10:00:00,43,36
vs121-7177,2024-06-05 11:00:00,44,56
vs121-7177,2024-06-05 12:00:00,40,34
vs121-7177,2024-06-05 13:00:00,89,86
vs121-7177,2024-06-05 14:00:00,51,61
vs121-7177,2024-06-05 15:00:00,24,32
vs121-7177,2024-06-05 16:00:00,1,1
vs121-7177,2024-06-05 17:00:00,0,0
vs121-7177,2024-06-06 05:00:00,0,0
vs121-7177,2024-06-06 06:00:00,9,8
vs121-7177,2024-06-06 07:00:00,27,26
vs121-7177,2024-06-06 08:00:00,46,42
vs121-7177,2024-06-06 09:00:00,71,61
vs121-7177,2024-06-06 10:00:00,38,25
vs121-7177,2024-06-06 11:00:00,34,54
vs121-7177,2024-06-06 12:00:00,90,69
vs121-7177,2024-06-06 13:00:00,53,72
vs121-7177,2024-06-06 14:00:00,69,57
vs121-7177,2024-06-06 15:00:00,30,54
vs121-7177,2024-06-06 16:00:00,0,0
vs121-7177,2024-06-06 17:00:00,0,0
vs121-7177,2024-06-07 05:00:00,4,1
vs121-7177,2024-06-07 06:00:00,4,7
vs121-7177,2024-06-07 07:00:00,0,0
vs121-7177,2024-06-07 08:00:00,15,12
vs121-7177,2024-06-07 09:00:00,58,30
vs121-7177,2024-06-07 10:00:00,89,75
vs121-7177,2024-06-07 11:00:00,77,84
vs121-7177,2024-06-07 12:00:00,74,71
vs121-7177,2024-06-07 13:00:00,39,34
vs121-7177,2024-06-07 14:00:00,40,35
vs121-7177,2024-06-07 15:00:00,20,16
vs121-7177,2024-06-07 16:00:00,7,8
vs121-7177,2024-06-07 17:00:00,0,0
vs121-7177,2024-06-08 05:00:00,5,3
vs121-7177,2024-06-08 06:00:00,0,4
vs121-7177,2024-06-08 07:00:00,0,0
vs121-7177,2024-06-08 08:00:00,3,2
vs121-7177,2024-06-08 09:00:00,35,16
vs121-7177,2024-06-08 10:00:00,108,80
vs121-7177,2024-06-08 11:00:00,142,79
vs121-7177,2024-06-08 12:00:00,127,73
vs121-7177,2024-06-08 13:00:00,112,81
vs121-7177,2024-06-08 14:00:00,91,77
vs121-7177,2024-06-08 15:00:00,24,27
vs121-7177,2024-06-08 16:00:00,6,6
vs121-7177,2024-06-08 17:00:00,0,0
vs121-7177,2024-06-09 05:00:00,7,6
vs121-7177,2024-06-09 06:00:00,0,0
vs121-7177,2024-06-09 07:00:00,1,1
vs121-7177,2024-06-09 08:00:00,0,0
vs121-7177,2024-06-09 09:00:00,88,54
vs121-7177,2024-06-09 10:00:00,159,121
vs121-7177,2024-06-09 11:00:00,233,192
vs121-7177,2024-06-09 12:00:00,152,202
vs121-7177,2024-06-09 13:00:00,132,140
vs121-7177,2024-06-09 14:00:00,162,143
vs121-7177,2024-06-09 15:00:00,47,70
vs121-7177,2024-06-09 16:00:00,0,0
vs121-7177,2024-06-09 17:00:00,0,0
vs121-7177,2024-06-10 05:00:00,3,4
vs121-7177,2024-06-10 06:00:00,3,7
vs121-7177,2024-06-10 07:00:00,0,0
vs121-7177,2024-06-10 08:00:00,1,2
vs121-7177,2024-06-10 09:00:00,31,18
vs121-7177,2024-06-10 10:00:00,46,36
vs121-7177,2024-06-10 11:00:00,75,52
vs121-7177,2024-06-10 12:00:00,70,77
vs121-7177,2024-06-10 13:00:00,56,51
vs121-7177,2024-06-10 14:00:00,58,70
vs121-7177,2024-06-10 15:00:00,22,42
vs121-7177,2024-06-10 16:00:00,0,0
vs121-7177,2024-06-10 17:00:00,0,0
vs121-7177,2024-06-11 05:00:00,12,8
vs121-7177,2024-06-11 06:00:00,3,3
vs121-7177,2024-06-11 07:00:00,0,0
vs121-7177,2024-06-11 08:00:00,3,3
vs121-7177,2024-06-11 09:00:00,15,8
vs121-7177,2024-06-11 10:00:00,81,44
vs121-7177,2024-06-11 11:00:00,88,96
vs121-7177,2024-06-11 12:00:00,45,56
vs121-7177,2024-06-11 13:00:00,31,38
vs121-7177,2024-06-11 14:00:00,44,43
vs121-7177,2024-06-11 15:00:00,29,28
vs121-7177,2024-06-11 16:00:00,0,0
vs121-7177,2024-06-11 17:00:00,1,1
vs121-7177,2024-06-12 05:00:00,3,2
vs121-7177,2024-06-12 06:00:00,7,5
vs121-7177,2024-06-12 07:00:00,0,0
vs121-7177,2024-06-12 08:00:00,8,7
vs121-7177,2024-06-12 09:00:00,27,15
vs121-7177,2024-06-12 10:00:00,34,37
vs121-7177,2024-06-12 11:00:00,53,40
vs121-7177,2024-06-12 12:00:00,48,45
vs121-7177,2024-06-12 13:00:00,54,49
vs121-7177,2024-06-12 14:00:00,34,43
vs121-7177,2024-06-12 15:00:00,31,35
vs121-7177,2024-06-12 16:00:00,0,0
vs121-7177,2024-06-12 17:00:00,0,0
vs121-7177,2024-06-13 05:00:00,0,0
vs121-7177,2024-06-13 06:00:00,7,6
vs121-7177,2024-06-13 07:00:00,0,0
vs121-7177,2024-06-13 08:00:00,7,5
vs121-7177,2024-06-13 09:00:00,20,8
vs121-7177,2024-06-13 10:00:00,88,55
vs121-7177,2024-06-13 11:00:00,80,76
vs121-7177,2024-06-13 12:00:00,59,43
vs121-7177,2024-06-13 13:00:00,47,42
vs121-7177,2024-06-13 14:00:00,41,60
vs121-7177,2024-06-13 15:00:00,28,26
vs121-7177,2024-06-13 16:00:00,0,0
vs121-7177,2024-06-13 17:00:00,0,0
vs121-7177,2024-06-14 05:00:00,9,9
vs121-7177,2024-06-14 06:00:00,1,1
vs121-7177,2024-06-14 07:00:00,0,0
vs121-7177,2024-06-14 08:00:00,3,4
vs121-7177,2024-06-14 09:00:00,26,3
vs121-7177,2024-06-14 10:00:00,79,56
vs121-7177,2024-06-14 11:00:00,113,62
vs121-7177,2024-06-14 12:00:00,129,160
vs121-7177,2024-06-14 13:00:00,75,64
vs121-7177,2024-06-14 14:00:00,54,77
vs121-7177,2024-06-14 15:00:00,28,31
vs121-7177,2024-06-14 16:00:00,0,0
vs121-7177,2024-06-14 17:00:00,0,0
vs121-7177,2024-06-15 05:00:00,0,0
vs121-7177,2024-06-15 06:00:00,1,3
vs121-7177,2024-06-15 07:00:00,4,5
vs121-7177,2024-06-15 08:00:00,7,5
vs121-7177,2024-06-15 09:00:00,24,12
vs121-7177,2024-06-15 10:00:00,185,120
vs121-7177,2024-06-15 11:00:00,125,108
vs121-7177,2024-06-15 12:00:00,153,125
vs121-7177,2024-06-15 13:00:00,132,151
vs121-7177,2024-06-15 14:00:00,128,143
vs121-7177,2024-06-15 15:00:00,62,72
vs121-7177,2024-06-15 16:00:00,0,0
vs121-7177,2024-06-15 17:00:00,0,0
vs121-7177,2024-06-16 05:00:00,13,7
vs121-7177,2024-06-16 06:00:00,0,0
vs121-7177,2024-06-16 07:00:00,0,0
vs121-7177,2024-06-16 08:00:00,1,0
vs121-7177,2024-06-16 09:00:00,59,22
vs121-7177,2024-06-16 10:00:00,152,109
vs121-7177,2024-06-16 11:00:00,169,171
vs121-7177,2024-06-16 12:00:00,111,117
vs121-7177,2024-06-16 13:00:00,129,112
vs121-7177,2024-06-16 14:00:00,90,114
vs121-7177,2024-06-16 15:00:00,74,70
vs121-7177,2024-06-16 16:00:00,1,0
vs121-7177,2024-06-16 17:00:00,0,0
vs121-7177,2024-06-17 05:00:00,9,7
vs121-7177,2024-06-17 06:00:00,1,1
vs121-7177,2024-06-17 07:00:00,0,0
vs121-7177,2024-06-17 08:00:00,5,2
vs121-7177,2024-06-17 09:00:00,42,26
vs121-7177,2024-06-17 10:00:00,77,63
vs121-7177,2024-06-17 11:00:00,78,77
vs121-7177,2024-06-17 12:00:00,45,56
vs121-7177,2024-06-17 13:00:00,90,68
vs121-7177,2024-06-17 14:00:00,66,89
vs121-7177,2024-06-17 15:00:00,16,38
vs121-7177,2024-06-17 16:00:00,2,0
vs121-7177,2024-06-17 17:00:00,0,0
vs121-7177,2024-06-18 05:00:00,18,10
vs121-7177,2024-06-18 06:00:00,1,1
vs121-7177,2024-06-18 07:00:00,0,0
vs121-7177,2024-06-18 08:00:00,12,11
vs121-7177,2024-06-18 09:00:00,9,3
vs121-7177,2024-06-18 10:00:00,81,38
vs121-7177,2024-06-18 11:00:00,80,94
vs121-7177,2024-06-18 12:00:00,85,91
vs121-7177,2024-06-18 13:00:00,74,62
vs121-7177,2024-06-18 14:00:00,41,76
vs121-7177,2024-06-18 15:00:00,21,29
vs121-7177,2024-06-18 16:00:00,0,1
vs121-7177,2024-06-18 17:00:00,0,0
vs121-7177,2024-06-19 05:00:00,9,8
vs121-7177,2024-06-19 06:00:00,2,3
vs121-7177,2024-06-19 07:00:00,0,0
vs121-7177,2024-06-19 08:00:00,3,3
vs121-7177,2024-06-19 09:00:00,20,15
vs121-7177,2024-06-19 10:00:00,27,14
vs121-7177,2024-06-19 11:00:00,37,35
vs121-7177,2024-06-19 12:00:00,57,48
vs121-7177,2024-06-19 13:00:00,45,41
vs121-7177,2024-06-19 14:00:00,36,49
vs121-7177,2024-06-19 15:00:00,33,30
vs121-7177,2024-06-19 16:00:00,1,2
vs121-7177,2024-06-19 17:00:00,0,0
vs121-7177,2024-06-20 05:00:00,9,9
vs121-7177,2024-06-20 06:00:00,0,1
vs121-7177,2024-06-20 07:00:00,0,0
vs121-7177,2024-06-20 08:00:00,4,4
vs121-7177,2024-06-20 09:00:00,14,15
vs121-7177,2024-06-20 10:00:00,72,50
vs121-7177,2024-06-20 11:00:00,91,73
vs121-7177,2024-06-20 12:00:00,92,93
vs121-7177,2024-06-20 13:00:00,44,75
vs121-7177,2024-06-20 14:00:00,37,41
vs121-7177,2024-06-20 15:00:00,31,23
vs121-7177,2024-06-20 16:00:00,0,0
vs121-7177,2024-06-20 17:00:00,0,0
vs121-7177,2024-06-21 05:00:00,6,4
vs121-7177,2024-06-21 06:00:00,0,0
vs121-7177,2024-06-21 07:00:00,1,0
vs121-7177,2024-06-21 08:00:00,3,6
vs121-7177,2024-06-21 09:00:00,41,31
vs121-7177,2024-06-21 10:00:00,41,41
vs121-7177,2024-06-21 11:00:00,60,60
vs121-7177,2024-06-21 12:00:00,63,47
vs121-7177,2024-06-21 13:00:00,47,72
vs121-7177,2024-06-21 14:00:00,35,37
vs121-7177,2024-06-21 15:00:00,22,24
vs121-7177,2024-06-21 16:00:00,0,0
vs121-7177,2024-06-21 17:00:00,0,0
vs121-7177,2024-06-22 05:00:00,0,0
vs121-7177,2024-06-22 06:00:00,4,1
vs121-7177,2024-06-22 07:00:00,8,9
vs121-7177,2024-06-22 08:00:00,3,4
vs121-7177,2024-06-22 09:00:00,29,22
vs121-7177,2024-06-22 10:00:00,86,85
vs121-7177,2024-06-22 11:00:00,107,104
vs121-7177,2024-06-22 12:00:00,106,100
vs121-7177,2024-06-22 13:00:00,43,82
vs121-7177,2024-06-22 14:00:00,66,60
vs121-7177,2024-06-22 15:00:00,68,83
vs121-7177,2024-06-22 16:00:00,3,2
vs121-7177,2024-06-22 17:00:00,0,0
vs121-7177,2024-06-23 05:00:00,0,0
vs121-7177,2024-06-23 06:00:00,1,1
vs121-7177,2024-06-23 07:00:00,11,9
vs121-7177,2024-06-23 08:00:00,5,3
vs121-7177,2024-06-23 09:00:00,43,23
vs121-7177,2024-06-23 10:00:00,105,75
vs121-7177,2024-06-23 11:00:00,126,128
vs121-7177,2024-06-23 12:00:00,161,130
vs121-7177,2024-06-23 13:00:00,118,146
vs121-7177,2024-06-23 14:00:00,122,136
vs121-7177,2024-06-23 15:00:00,60,72
vs121-7177,2024-06-23 16:00:00,0,0
vs121-7177,2024-06-23 17:00:00,0,0
vs121-7177,2024-06-24 05:00:00,11,9
vs121-7177,2024-06-24 06:00:00,2,2
vs121-7177,2024-06-24 07:00:00,0,0
vs121-7177,2024-06-24 08:00:00,3,2
vs121-7177,2024-06-24 09:00:00,53,28
vs121-7177,2024-06-24 10:00:00,119,92
vs121-7177,2024-06-24 11:00:00,128,132
vs121-7177,2024-06-24 12:00:00,100,127
vs121-7177,2024-06-24 13:00:00,103,85
vs121-7177,2024-06-24 14:00:00,94,123
vs121-7177,2024-06-24 15:00:00,26,61
vs121-7177,2024-06-24 16:00:00,1,2
vs121-7177,2024-06-24 17:00:00,0,0
vs121-7177,2024-06-25 05:00:00,8,10
vs121-7177,2024-06-25 06:00:00,1,2
vs121-7177,2024-06-25 07:00:00,0,0
vs121-7177,2024-06-25 08:00:00,5,4
vs121-7177,2024-06-25 09:00:00,33,14
vs121-7177,2024-06-25 10:00:00,137,82
vs121-7177,2024-06-25 11:00:00,118,133
vs121-7177,2024-06-25 12:00:00,104,149
vs121-7177,2024-06-25 13:00:00,64,65
vs121-7177,2024-06-25 14:00:00,76,70
vs121-7177,2024-06-25 15:00:00,48,58
vs121-7177,2024-06-25 16:00:00,2,2
vs121-7177,2024-06-26 05:00:00,10,14
vs121-7177,2024-06-26 06:00:00,0,0
vs121-7177,2024-06-26 07:00:00,0,0
vs121-7177,2024-06-26 08:00:00,4,5
vs121-7177,2024-06-26 09:00:00,0,0
vs121-7177,2024-06-26 10:00:00,141,76
vs121-7177,2024-06-26 11:00:00,212,177
vs121-7177,2024-06-26 12:00:00,125,147
vs121-7177,2024-06-26 13:00:00,95,138
vs121-7177,2024-06-26 14:00:00,67,50
vs121-7177,2024-06-26 15:00:00,37,69
vs121-7177,2024-06-26 16:00:00,3,7
vs121-7177,2024-06-26 17:00:00,0,0
vs121-7177,2024-06-27 05:00:00,7,7
vs121-7177,2024-06-27 06:00:00,1,1
vs121-7177,2024-06-27 07:00:00,0,0
vs121-7177,2024-06-27 08:00:00,0,0
vs121-7177,2024-06-27 09:00:00,38,16
vs121-7177,2024-06-27 10:00:00,125,78
vs121-7177,2024-06-27 11:00:00,57,42
vs121-7177,2024-06-27 12:00:00,152,175
vs121-7177,2024-06-27 13:00:00,82,118
vs121-7177,2024-06-27 14:00:00,43,76
vs121-7177,2024-06-27 15:00:00,35,22
vs121-7177,2024-06-27 16:00:00,3,4
vs121-7177,2024-06-27 17:00:00,0,0
vs121-7177,2024-06-28 05:00:00,10,8
vs121-7177,2024-06-28 06:00:00,0,0
vs121-7177,2024-06-28 07:00:00,1,0
vs121-7177,2024-06-28 08:00:00,1,2
vs121-7177,2024-06-28 09:00:00,56,33
vs121-7177,2024-06-28 10:00:00,127,91
vs121-7177,2024-06-28 11:00:00,188,139
vs121-7177,2024-06-28 12:00:00,147,157
vs121-7177,2024-06-28 13:00:00,109,117
vs121-7177,2024-06-28 14:00:00,88,56
vs121-7177,2024-06-28 15:00:00,34,54
vs121-7177,2024-06-28 16:00:00,3,2
vs121-7177,2024-06-28 17:00:00,0,0
vs121-7177,2024-06-29 05:00:00,0,0
vs121-7177,2024-06-29 06:00:00,9,7
vs121-7177,2024-06-29 07:00:00,0,0
vs121-7177,2024-06-29 08:00:00,2,1
vs121-7177,2024-06-29 09:00:00,80,47
vs121-7177,2024-06-29 10:00:00,189,144
vs121-7177,2024-06-29 11:00:00,190,175
vs121-7177,2024-06-29 12:00:00,143,171
vs121-7177,2024-06-29 13:00:00,125,136
vs121-7177,2024-06-29 14:00:00,150,175
vs121-7177,2024-06-29 15:00:00,64,86
vs121-7177,2024-06-29 16:00:00,0,0
vs121-7177,2024-06-29 17:00:00,0,0
vs121-7177,2024-06-30 05:00:00,0,0
vs121-7177,2024-06-30 06:00:00,5,3
vs121-7177,2024-06-30 07:00:00,5,4
vs121-7177,2024-06-30 08:00:00,2,3
vs121-7177,2024-06-30 09:00:00,80,34
vs121-7177,2024-06-30 10:00:00,158,102
vs121-7177,2024-06-30 11:00:00,200,203
vs121-7177,2024-06-30 12:00:00,174,183
vs121-7177,2024-06-30 13:00:00,170,169
vs121-7177,2024-06-30 14:00:00,132,175
vs121-7177,2024-06-30 15:00:00,59,87
vs121-7177,2024-06-30 16:00:00,0,0
vs121-7177,2024-06-30 17:00:00,0,0
vs121-7177,2024-07-01 05:00:00,11,12
vs121-7177,2024-07-01 06:00:00,0,0
vs121-7177,2024-07-01 07:00:00,0,0
vs121-7177,2024-07-01 08:00:00,3,3
vs121-7177,2024-07-01 09:00:00,42,31
vs121-7177,2024-07-01 10:00:00,174,90
vs121-7177,2024-07-01 11:00:00,165,173
vs121-7177,2024-07-01 12:00:00,103,162
vs121-7177,2024-07-01 13:00:00,118,95
vs121-7177,2024-07-01 14:00:00,112,142
vs121-7177,2024-07-01 15:00:00,34,62
vs121-7177,2024-07-01 16:00:00,3,3
vs121-7177,2024-07-01 17:00:00,0,0
vs121-7177,2024-07-02 05:00:00,7,6
vs121-7177,2024-07-02 06:00:00,0,0
vs121-7177,2024-07-02 07:00:00,0,0
vs121-7177,2024-07-02 08:00:00,1,2
vs121-7177,2024-07-02 09:00:00,13,8
vs121-7177,2024-07-02 10:00:00,52,35
vs121-7177,2024-07-02 11:00:00,90,82
vs121-7177,2024-07-02 12:00:00,52,71
vs121-7177,2024-07-02 13:00:00,70,57
vs121-7177,2024-07-02 14:00:00,37,50
vs121-7177,2024-07-02 15:00:00,36,48
vs121-7177,2024-07-02 16:00:00,0,0
vs121-7177,2024-07-02 17:00:00,0,0
vs121-7177,2024-07-03 05:00:00,7,6
vs121-7177,2024-07-03 06:00:00,2,5
vs121-7177,2024-07-03 07:00:00,2,1
vs121-7177,2024-07-03 08:00:00,3,6
vs121-7177,2024-07-03 09:00:00,21,12
vs121-7177,2024-07-03 10:00:00,101,55
vs121-7177,2024-07-03 11:00:00,117,122
vs121-7177,2024-07-03 12:00:00,37,58
vs121-7177,2024-07-03 13:00:00,46,53
vs121-7177,2024-07-03 14:00:00,50,47
vs121-7177,2024-07-03 15:00:00,26,32
vs121-7177,2024-07-03 16:00:00,0,0
vs121-7177,2024-07-03 17:00:00,0,0
vs121-7177,2024-07-04 05:00:00,7,8
vs121-7177,2024-07-04 06:00:00,0,0
vs121-7177,2024-07-04 07:00:00,0,0
vs121-7177,2024-07-04 08:00:00,4,5
vs121-7177,2024-07-04 09:00:00,39,23
vs121-7177,2024-07-04 10:00:00,115,70
vs121-7177,2024-07-04 11:00:00,110,128
vs121-7177,2024-07-04 12:00:00,104,100
vs121-7177,2024-07-04 13:00:00,78,98
vs121-7177,2024-07-04 14:00:00,86,98
vs121-7177,2024-07-04 15:00:00,40,54
vs121-7177,2024-07-04 16:00:00,2,3
vs121-7177,2024-07-04 17:00:00,0,0
vs121-7177,2024-07-05 05:00:00,7,8
vs121-7177,2024-07-05 06:00:00,2,2
vs121-7177,2024-07-05 07:00:00,0,2
vs121-7177,2024-07-05 08:00:00,2,4
vs121-7177,2024-07-05 09:00:00,49,45
vs121-7177,2024-07-05 10:00:00,126,60
vs121-7177,2024-07-05 11:00:00,187,172
vs121-7177,2024-07-05 12:00:00,96,150
vs121-7177,2024-07-05 13:00:00,106,112
vs121-7177,2024-07-05 14:00:00,106,105
vs121-7177,2024-07-05 15:00:00,47,69
vs121-7177,2024-07-05 16:00:00,9,10
vs121-7177,2024-07-05 17:00:00,0,0
vs121-7177,2024-07-06 05:00:00,5,7
vs121-7177,2024-07-06 06:00:00,0,0
vs121-7177,2024-07-06 07:00:00,2,1
vs121-7177,2024-07-06 08:00:00,0,0
vs121-7177,2024-07-06 09:00:00,10,11
vs121-7177,2024-07-06 10:00:00,108,56
vs121-7177,2024-07-06 11:00:00,146,117
vs121-7177,2024-07-06 12:00:00,148,150
vs121-7177,2024-07-06 13:00:00,99,113
vs121-7177,2024-07-06 14:00:00,114,132
vs121-7177,2024-07-06 15:00:00,58,64
vs121-7177,2024-07-06 16:00:00,1,1
vs121-7177,2024-07-06 17:00:00,0,0
vs121-7177,2024-07-07 05:00:00,7,7
vs121-7177,2024-07-07 06:00:00,0,0
vs121-7177,2024-07-07 07:00:00,0,0
vs121-7177,2024-07-07 08:00:00,0,0
vs121-7177,2024-07-07 09:00:00,43,30
vs121-7177,2024-07-07 10:00:00,85,86
vs121-7177,2024-07-07 11:00:00,156,103
vs121-7177,2024-07-07 12:00:00,36,63
vs121-7177,2024-07-07 13:00:00,113,115
vs121-7177,2024-07-07 14:00:00,101,135
vs121-7177,2024-07-07 15:00:00,55,58
vs121-7177,2024-07-07 16:00:00,0,0
vs121-7177,2024-07-07 17:00:00,0,0
vs121-7177,2024-07-08 05:00:00,8,9
vs121-7177,2024-07-08 06:00:00,0,0
vs121-7177,2024-07-08 07:00:00,0,0
vs121-7177,2024-07-08 08:00:00,1,0
vs121-7177,2024-07-08 09:00:00,25,17
vs121-7177,2024-07-08 10:00:00,101,66
vs121-7177,2024-07-08 11:00:00,70,87
vs121-7177,2024-07-08 12:00:00,49,72
vs121-7177,2024-07-08 13:00:00,45,23
vs121-7177,2024-07-08 14:00:00,11,39
vs121-7177,2024-07-08 15:00:00,31,40
vs121-7177,2024-07-08 16:00:00,0,2
vs121-7177,2024-07-08 17:00:00,0,0
vs121-7177,2024-07-09 05:00:00,6,8
vs121-7177,2024-07-09 06:00:00,2,0
vs121-7177,2024-07-09 07:00:00,0,0
vs121-7177,2024-07-09 08:00:00,2,2
vs121-7177,2024-07-09 09:00:00,34,25
vs121-7177,2024-07-09 10:00:00,64,37
vs121-7177,2024-07-09 11:00:00,44,69
vs121-7177,2024-07-09 12:00:00,72,51
vs121-7177,2024-07-09 13:00:00,59,66
vs121-7177,2024-07-09 14:00:00,40,38
vs121-7177,2024-07-09 15:00:00,28,43
vs121-7177,2024-07-09 16:00:00,2,2
vs121-7177,2024-07-09 17:00:00,1,0
vs121-7177,2024-07-10 05:00:00,0,1
vs121-7177,2024-07-10 06:00:00,2,1
vs121-7177,2024-07-10 07:00:00,0,0
vs121-7177,2024-07-10 08:00:00,0,0
vs121-7177,2024-07-10 09:00:00,16,16
vs121-7177,2024-07-10 10:00:00,62,31
vs121-7177,2024-07-10 11:00:00,105,61
vs121-7177,2024-07-10 12:00:00,72,107
vs121-7177,2024-07-10 13:00:00,78,50
vs121-7177,2024-07-10 14:00:00,66,82
vs121-7177,2024-07-10 15:00:00,25,53
vs121-7177,2024-07-10 16:00:00,5,5
vs121-7177,2024-07-10 17:00:00,0,0
vs121-7177,2024-07-11 05:00:00,9,7
vs121-7177,2024-07-11 06:00:00,1,1
vs121-7177,2024-07-11 07:00:00,0,0
vs121-7177,2024-07-11 08:00:00,1,1
vs121-7177,2024-07-11 09:00:00,41,21
vs121-7177,2024-07-11 10:00:00,114,68
vs121-7177,2024-07-11 11:00:00,110,103
vs121-7177,2024-07-11 12:00:00,87,124
vs121-7177,2024-07-11 13:00:00,62,62
vs121-7177,2024-07-11 14:00:00,67,73
vs121-7177,2024-07-11 15:00:00,19,21
vs121-7177,2024-07-11 16:00:00,1,1
vs121-7177,2024-07-11 17:00:00,0,0
vs121-7177,2024-07-12 05:00:00,8,5
vs121-7177,2024-07-12 06:00:00,0,1
vs121-7177,2024-07-12 07:00:00,0,0
vs121-7177,2024-07-12 08:00:00,2,1
vs121-7177,2024-07-12 09:00:00,47,25
vs121-7177,2024-07-12 10:00:00,70,54
vs121-7177,2024-07-12 11:00:00,124,82
vs121-7177,2024-07-12 12:00:00,84,88
vs121-7177,2024-07-12 13:00:00,9,6
vs121-7177,2024-07-12 14:00:00,38,35
vs121-7177,2024-07-12 15:00:00,33,32
vs121-7177,2024-07-12 16:00:00,0,0
vs121-7177,2024-07-12 17:00:00,0,0
vs121-7177,2024-07-13 05:00:00,0,0
vs121-7177,2024-07-13 06:00:00,0,0
vs121-7177,2024-07-13 07:00:00,7,4
vs121-7177,2024-07-13 08:00:00,2,2
vs121-7177,2024-07-13 09:00:00,60,40
vs121-7177,2024-07-13 10:00:00,105,50
vs121-7177,2024-07-13 11:00:00,118,120
vs121-7177,2024-07-13 12:00:00,97,118
vs121-7177,2024-07-13 13:00:00,71,60
vs121-7177,2024-07-13 14:00:00,85,89
vs121-7177,2024-07-13 15:00:00,54,68
vs121-7177,2024-07-13 16:00:00,1,1
vs121-7177,2024-07-13 17:00:00,0,0
vs121-7177,2024-07-14 05:00:00,0,0
vs121-7177,2024-07-14 06:00:00,0,0
vs121-7177,2024-07-14 07:00:00,0,0
vs121-7177,2024-07-14 08:00:00,4,4
vs121-7177,2024-07-14 09:00:00,93,70
vs121-7177,2024-07-14 10:00:00,214,122
vs121-7177,2024-07-14 11:00:00,218,201
vs121-7177,2024-07-14 12:00:00,105,130
vs121-7177,2024-07-14 13:00:00,113,73
vs121-7177,2024-07-14 14:00:00,104,76
vs121-7177,2024-07-14 15:00:00,69,53
vs121-7177,2024-07-14 16:00:00,0,0
vs121-7177,2024-07-14 17:00:00,0,0
vs121-7177,2024-07-15 05:00:00,7,9
vs121-7177,2024-07-15 06:00:00,2,1
vs121-7177,2024-07-15 07:00:00,0,0
vs121-7177,2024-07-15 08:00:00,0,0
vs121-7177,2024-07-15 09:00:00,26,11
vs121-7177,2024-07-15 10:00:00,89,62
vs121-7177,2024-07-15 11:00:00,130,109
vs121-7177,2024-07-15 12:00:00,63,98
vs121-7177,2024-07-15 13:00:00,58,57
vs121-7177,2024-07-15 14:00:00,66,66
vs121-7177,2024-07-15 15:00:00,38,55
vs121-7177,2024-07-15 16:00:00,1,1
vs121-7177,2024-07-15 17:00:00,0,0
vs121-7177,2024-07-16 05:00:00,9,10
vs121-7177,2024-07-16 06:00:00,1,1
vs121-7177,2024-07-16 07:00:00,0,0
vs121-7177,2024-07-16 08:00:00,7,6
vs121-7177,2024-07-16 09:00:00,37,24
vs121-7177,2024-07-16 10:00:00,130,102
vs121-7177,2024-07-16 11:00:00,92,89
vs121-7177,2024-07-16 12:00:00,87,86
vs121-7177,2024-07-16 13:00:00,74,92
vs121-7177,2024-07-16 14:00:00,55,69
vs121-7177,2024-07-16 15:00:00,39,41
vs121-7177,2024-07-16 16:00:00,4,3
vs121-7177,2024-07-16 17:00:00,0,0
vs121-7177,2024-07-17 05:00:00,8,7
vs121-7177,2024-07-17 06:00:00,1,1
vs121-7177,2024-07-17 07:00:00,0,0
vs121-7177,2024-07-17 08:00:00,1,1
vs121-7177,2024-07-17 09:00:00,25,16
vs121-7177,2024-07-17 10:00:00,60,35
vs121-7177,2024-07-17 11:00:00,141,117
vs121-7177,2024-07-17 12:00:00,100,110
vs121-7177,2024-07-17 13:00:00,41,54
vs121-7177,2024-07-17 14:00:00,35,43
vs121-7177,2024-07-17 15:00:00,20,25
vs121-7177,2024-07-17 16:00:00,2,1
vs121-7177,2024-07-17 17:00:00,0,0
vs121-7177,2024-07-18 05:00:00,6,5
vs121-7177,2024-07-18 06:00:00,2,1
vs121-7177,2024-07-18 07:00:00,0,0
vs121-7177,2024-07-18 08:00:00,0,0
vs121-7177,2024-07-18 09:00:00,55,18
vs121-7177,2024-07-18 10:00:00,51,44
vs121-7177,2024-07-18 11:00:00,94,73
vs121-7177,2024-07-18 12:00:00,64,74
vs121-7177,2024-07-18 13:00:00,68,78
vs121-7177,2024-07-18 14:00:00,75,67
vs121-7177,2024-07-18 15:00:00,23,43
vs121-7177,2024-07-18 16:00:00,0,0
vs121-7177,2024-07-18 17:00:00,0,0
vs121-7177,2024-07-19 05:00:00,7,8
vs121-7177,2024-07-19 06:00:00,0,0
vs121-7177,2024-07-19 07:00:00,3,4
vs121-7177,2024-07-19 08:00:00,1,2
vs121-7177,2024-07-19 09:00:00,42,15
vs121-7177,2024-07-19 10:00:00,67,59
vs121-7177,2024-07-19 11:00:00,74,88
vs121-7177,2024-07-19 12:00:00,78,62
vs121-7177,2024-07-19 13:00:00,59,71
vs121-7177,2024-07-19 14:00:00,70,70
vs121-7177,2024-07-19 15:00:00,80,70
vs121-7177,2024-07-19 16:00:00,1,0
vs121-7177,2024-07-19 17:00:00,0,0
vs121-7177,2024-07-20 05:00:00,0,0
vs121-7177,2024-07-20 06:00:00,4,6
vs121-7177,2024-07-20 07:00:00,3,4
