dev_id,datetime,peopleIn,peopleOut
vs121-7177,2024-07-20 08:00:00,4,3
vs121-7177,2024-07-20 09:00:00,72,49
vs121-7177,2024-07-20 10:00:00,111,124
vs121-7177,2024-07-20 11:00:00,100,97
vs121-7177,2024-07-20 12:00:00,146,137
vs121-7177,2024-07-20 13:00:00,142,150
vs121-7177,2024-07-20 14:00:00,129,115
vs121-7177,2024-07-20 15:00:00,61,109
vs121-7177,2024-07-20 16:00:00,5,7
vs121-7177,2024-07-20 17:00:00,0,0
vs121-7177,2024-07-21 05:00:00,0,0
vs121-7177,2024-07-21 06:00:00,9,7
vs121-7177,2024-07-21 07:00:00,4,5
vs121-7177,2024-07-21 08:00:00,0,0
vs121-7177,2024-07-21 09:00:00,49,29
vs121-7177,2024-07-21 10:00:00,195,112
vs121-7177,2024-07-21 11:00:00,186,226
vs121-7177,2024-07-21 12:00:00,191,169
vs121-7177,2024-07-21 13:00:00,145,169
vs121-7177,2024-07-21 14:00:00,93,121
vs121-7177,2024-07-21 15:00:00,70,74
vs121-7177,2024-07-21 16:00:00,0,0
vs121-7177,2024-07-21 17:00:00,0,0
vs121-7177,2024-07-22 05:00:00,8,8
vs121-7177,2024-07-22 06:00:00,0,1
vs121-7177,2024-07-22 07:00:00,0,0
vs121-7177,2024-07-22 08:00:00,3,3
vs121-7177,2024-07-22 09:00:00,59,42
vs121-7177,2024-07-22 10:00:00,53,30
vs121-7177,2024-07-22 11:00:00,29,17
vs121-7177,2024-07-22 12:00:00,139,80
vs121-7177,2024-07-22 13:00:00,46,91
vs121-7177,2024-07-22 14:00:00,52,37
vs121-7177,2024-07-22 15:00:00,31,32
vs121-7177,2024-07-22 16:00:00,3,1
vs121-7177,2024-07-22 17:00:00,0,0
vs121-7177,2024-07-23 05:00:00,3,9
vs121-7177,2024-07-23 06:00:00,0,0
vs121-7177,2024-07-23 07:00:00,0,0
vs121-7177,2024-07-23 08:00:00,4,2
vs121-7177,2024-07-23 09:00:00,26,16
vs121-7177,2024-07-23 10:00:00,88,50
vs121-7177,2024-07-23 11:00:00,114,70
vs121-7177,2024-07-23 12:00:00,64,75
vs121-7177,2024-07-23 13:00:00,110,80
vs121-7177,2024-07-23 14:00:00,60,67
vs121-7177,2024-07-23 15:00:00,44,40
vs121-7177,2024-07-23 16:00:00,0,0
vs121-7177,2024-07-23 17:00:00,0,0
vs121-7177,2024-07-24 05:00:00,8,9
vs121-7177,2024-07-24 06:00:00,0,0
vs121-7177,2024-07-24 07:00:00,0,0
vs121-7177,2024-07-24 08:00:00,1,0
vs121-7177,2024-07-24 09:00:00,51,41
vs121-7177,2024-07-24 10:00:00,67,90
vs121-7177,2024-07-24 11:00:00,83,59
vs121-7177,2024-07-24 12:00:00,70,73
vs121-7177,2024-07-24 13:00:00,57,63
vs121-7177,2024-07-24 14:00:00,21,50
vs121-7177,2024-07-24 15:00:00,30,26
vs121-7177,2024-07-24 16:00:00,4,3
vs121-7177,2024-07-24 17:00:00,0,0
vs121-7177,2024-07-25 05:00:00,10,10
vs121-7177,2024-07-25 06:00:00,0,0
vs121-7177,2024-07-25 07:00:00,0,0
vs121-7177,2024-07-25 08:00:00,5,6
vs121-7177,2024-07-25 09:00:00,33,21
vs121-7177,2024-07-25 10:00:00,55,45
vs121-7177,2024-07-25 11:00:00,112,79
vs121-7177,2024-07-25 12:00:00,58,87
vs121-7177,2024-07-25 13:00:00,71,67
vs121-7177,2024-07-25 14:00:00,51,66
vs121-7177,2024-07-25 15:00:00,10,21
vs121-7177,2024-07-25 16:00:00,0,0
vs121-7177,2024-07-25 17:00:00,0,0
vs121-7177,2024-07-26 05:00:00,14,11
vs121-7177,2024-07-26 06:00:00,0,0
vs121-7177,2024-07-26 07:00:00,2,1
vs121-7177,2024-07-26 08:00:00,7,8
vs121-7177,2024-07-26 09:00:00,87,54
vs121-7177,2024-07-26 10:00:00,75,78
vs121-7177,2024-07-26 11:00:00,68,90
vs121-7177,2024-07-26 12:00:00,74,60
vs121-7177,2024-07-26 13:00:00,91,93
vs121-7177,2024-07-26 14:00:00,33,52
vs121-7177,2024-07-26 15:00:00,26,25
vs121-7177,2024-07-26 16:00:00,10,10
vs121-7177,2024-07-26 17:00:00,0,0
vs121-7177,2024-07-27 05:00:00,2,1
vs121-7177,2024-07-27 06:00:00,7,5
vs121-7177,2024-07-27 07:00:00,3,6
vs121-7177,2024-07-27 08:00:00,4,6
vs121-7177,2024-07-27 09:00:00,55,25
vs121-7177,2024-07-27 10:00:00,115,100
vs121-7177,2024-07-27 11:00:00,121,95
vs121-7177,2024-07-27 12:00:00,121,116
vs121-7177,2024-07-27 13:00:00,109,116
vs121-7177,2024-07-27 14:00:00,105,132
vs121-7177,2024-07-27 15:00:00,49,66
vs121-7177,2024-07-27 16:00:00,7,5
vs121-7177,2024-07-27 17:00:00,0,0
vs121-7177,2024-07-28 05:00:00,0,0
vs121-7177,2024-07-28 06:00:00,6,3
vs121-7177,2024-07-28 07:00:00,9,7
vs121-7177,2024-07-28 08:00:00,1,3
vs121-7177,2024-07-28 09:00:00,46,20
vs121-7177,2024-07-28 10:00:00,111,90
vs121-7177,2024-07-28 11:00:00,164,121
vs121-7177,2024-07-28 12:00:00,96,125
vs121-7177,2024-07-28 13:00:00,90,100
vs121-7177,2024-07-28 14:00:00,111,74
vs121-7177,2024-07-28 15:00:00,33,83
vs121-7177,2024-07-28 16:00:00,3,2
vs121-7177,2024-07-28 17:00:00,0,0
vs121-7177,2024-07-29 05:00:00,10,8
vs121-7177,2024-07-29 06:00:00,2,2
vs121-7177,2024-07-29 07:00:00,0,0
vs121-7177,2024-07-29 08:00:00,3,3
vs121-7177,2024-07-29 09:00:00,34,14
vs121-7177,2024-07-29 10:00:00,123,106
vs121-7177,2024-07-29 11:00:00,129,83
vs121-7177,2024-07-29 12:00:00,107,126
vs121-7177,2024-07-29 13:00:00,83,82
vs121-7177,2024-07-29 14:00:00,31,62
vs121-7177,2024-07-29 15:00:00,16,26
vs121-7177,2024-07-29 16:00:00,0,0
vs121-7177,2024-07-29 17:00:00,0,0
vs121-7177,2024-07-30 05:00:00,1,3
vs121-7177,2024-07-30 06:00:00,0,0
vs121-7177,2024-07-30 07:00:00,0,0
vs121-7177,2024-07-30 08:00:00,6,5
vs121-7177,2024-07-30 09:00:00,33,15
vs121-7177,2024-07-30 10:00:00,62,55
vs121-7177,2024-07-30 11:00:00,89,69
vs121-7177,2024-07-30 12:00:00,81,109
vs121-7177,2024-07-30 13:00:00,66,75
vs121-7177,2024-07-30 14:00:00,83,84
vs121-7177,2024-07-30 15:00:00,48,54
vs121-7177,2024-07-30 16:00:00,0,0
vs121-7177,2024-07-30 17:00:00,0,0
vs121-7177,2024-07-31 05:00:00,2,1
vs121-7177,2024-07-31 06:00:00,2,1
vs121-7177,2024-07-31 07:00:00,2,4
vs121-7177,2024-07-31 08:00:00,6,5
vs121-7177,2024-07-31 09:00:00,46,24
vs121-7177,2024-07-31 10:00:00,77,49
vs121-7177,2024-07-31 11:00:00,70,98
vs121-7177,2024-07-31 12:00:00,62,53
vs121-7177,2024-07-31 13:00:00,45,53
vs121-7177,2024-07-31 14:00:00,63,54
vs121-7177,2024-07-31 15:00:00,39,55
vs121-7177,2024-07-31 16:00:00,0,0
vs121-7177,2024-07-31 17:00:00,0,0
